movieId,title,genres,year,title_text,year_text,genres_text,tags,content_features
8970,Finding Neverland (2004),Drama,2004,finding neverland,year_2004 decade_2000s,Drama Drama Drama,peter pan,finding neverland year_2004 decade_2000s Drama Drama Drama peter pan
8972,National Treasure (2004),Action|Adventure|Drama|Mystery|Thriller,2004,national treasure,year_2004 decade_2000s,Action Action Action Adventure Adventure Adventure Drama Drama Drama Mystery Mystery Mystery Thriller Thriller Thriller,,national treasure year_2004 decade_2000s Action Action Action Adventure Adventure Adventure Drama Drama Drama Mystery Mystery Mystery Thriller Thriller Thriller
8973,Bad Education (La mala educación) (2004),Drama|Thriller,2004,bad education la mala educaci n,year_2004 decade_2000s,Drama Drama Drama Thriller Thriller Thriller,,bad education la mala educaci n year_2004 decade_2000s Drama Drama Drama Thriller Thriller Thriller
8977,Alexander (2004),Action|Adventure|Drama|War,2004,alexander,year_2004 decade_2000s,Action Action Action Adventure Adventure Adventure Drama Drama Drama War War War,,alexander year_2004 decade_2000s Action Action Action Adventure Adventure Adventure Drama Drama Drama War War War
8981,Closer (2004),Drama|Romance,2004,closer,year_2004 decade_2000s,Drama Drama Drama Romance Romance Romance,,closer year_2004 decade_2000s Drama Drama Drama Romance Romance Romance
8983,House of Flying Daggers (Shi mian mai fu) (2004),Action|Drama|Romance,2004,house of flying daggers shi mian mai fu,year_2004 decade_2000s,Action Action Action Drama Drama Drama Romance Romance Romance,martial arts,house of flying daggers shi mian mai fu year_2004 decade_2000s Action Action Action Drama Drama Drama Romance Romance Romance martial arts
8984,Ocean's Twelve (2004),Action|Comedy|Crime|Thriller,2004,ocean s twelve,year_2004 decade_2000s,Action Action Action Comedy Comedy Comedy Crime Crime Crime Thriller Thriller Thriller,,ocean s twelve year_2004 decade_2000s Action Action Action Comedy Comedy Comedy Crime Crime Crime Thriller Thriller Thriller
8985,Blade: Trinity (2004),Action|Fantasy|Horror|Thriller,2004,blade trinity,year_2004 decade_2000s,Action Action Action Fantasy Fantasy Fantasy Horror Horror Horror Thriller Thriller Thriller,,blade trinity year_2004 decade_2000s Action Action Action Fantasy Fantasy Fantasy Horror Horror Horror Thriller Thriller Thriller
9010,Love Me If You Dare (Jeux d'enfants) (2003),Drama|Romance,2003,love me if you dare jeux d enfants,year_2003 decade_2000s,Drama Drama Drama Romance Romance Romance,,love me if you dare jeux d enfants year_2003 decade_2000s Drama Drama Drama Romance Romance Romance
26084,"Music Man, The (1962)",Children|Comedy|Musical|Romance,1962,music man the,year_1962 decade_1960s,Children Children Children Comedy Comedy Comedy Musical Musical Musical Romance Romance Romance,,music man the year_1962 decade_1960s Children Children Children Comedy Comedy Comedy Musical Musical Musical Romance Romance Romance
26131,"Battle of Algiers, The (La battaglia di Algeri) (1966)",Drama|War,1966,battle of algiers the la battaglia di algeri,year_1966 decade_1960s,Drama Drama Drama War War War,,battle of algiers the la battaglia di algeri year_1966 decade_1960s Drama Drama Drama War War War
26133,"Charlie Brown Christmas, A (1965)",Animation|Children|Comedy,1965,charlie brown christmas a,year_1965 decade_1960s,Animation Animation Animation Children Children Children Comedy Comedy Comedy,,charlie brown christmas a year_1965 decade_1960s Animation Animation Animation Children Children Children Comedy Comedy Comedy
26152,Batman (1966),Action|Adventure|Comedy,1966,batman,year_1966 decade_1960s,Action Action Action Adventure Adventure Adventure Comedy Comedy Comedy,,batman year_1966 decade_1960s Action Action Action Adventure Adventure Adventure Comedy Comedy Comedy
26242,Duel (1971),Action|Mystery|Thriller,1971,duel,year_1971 decade_1970s,Action Action Action Mystery Mystery Mystery Thriller Thriller Thriller,,duel year_1971 decade_1970s Action Action Action Mystery Mystery Mystery Thriller Thriller Thriller
26258,"Topo, El (1970)",Fantasy|Western,1970,topo el,year_1970 decade_1970s,Fantasy Fantasy Fantasy Western Western Western,,topo el year_1970 decade_1970s Fantasy Fantasy Fantasy Western Western Western
26614,"Bourne Identity, The (1988)",Action|Adventure|Drama|Mystery|Thriller,1988,bourne identity the,year_1988 decade_1980s,Action Action Action Adventure Adventure Adventure Drama Drama Drama Mystery Mystery Mystery Thriller Thriller Thriller,,bourne identity the year_1988 decade_1980s Action Action Action Adventure Adventure Adventure Drama Drama Drama Mystery Mystery Mystery Thriller Thriller Thriller
26662,Kiki's Delivery Service (Majo no takkyûbin) (1989),Adventure|Animation|Children|Drama|Fantasy,1989,kiki s delivery service majo no takky bin,year_1989 decade_1980s,Adventure Adventure Adventure Animation Animation Animation Children Children Children Drama Drama Drama Fantasy Fantasy Fantasy,anime,kiki s delivery service majo no takky bin year_1989 decade_1980s Adventure Adventure Adventure Animation Animation Animation Children Children Children Drama Drama Drama Fantasy Fantasy Fantasy anime
26680,Cry-Baby (1990),Comedy|Musical|Romance,1990,cry baby,year_1990 decade_1990s,Comedy Comedy Comedy Musical Musical Musical Romance Romance Romance,,cry baby year_1990 decade_1990s Comedy Comedy Comedy Musical Musical Musical Romance Romance Romance
26729,Hearts of Darkness: A Filmmakers Apocalypse (1991),Documentary,1991,hearts of darkness a filmmakers apocalypse,year_1991 decade_1990s,Documentary Documentary Documentary,,hearts of darkness a filmmakers apocalypse year_1991 decade_1990s Documentary Documentary Documentary
26776,Porco Rosso (Crimson Pig) (Kurenai no buta) (1992),Adventure|Animation|Comedy|Fantasy|Romance,1992,porco rosso crimson pig kurenai no buta,year_1992 decade_1990s,Adventure Adventure Adventure Animation Animation Animation Comedy Comedy Comedy Fantasy Fantasy Fantasy Romance Romance Romance,,porco rosso crimson pig kurenai no buta year_1992 decade_1990s Adventure Adventure Adventure Animation Animation Animation Comedy Comedy Comedy Fantasy Fantasy Fantasy Romance Romance Romance
26903,Whisper of the Heart (Mimi wo sumaseba) (1995),Animation|Drama|Romance,1995,whisper of the heart mimi wo sumaseba,year_1995 decade_1990s,Animation Animation Animation Drama Drama Drama Romance Romance Romance,,whisper of the heart mimi wo sumaseba year_1995 decade_1990s Animation Animation Animation Drama Drama Drama Romance Romance Romance
27020,Gia (1998),Drama|Romance,1998,gia,year_1998 decade_1990s,Drama Drama Drama Romance Romance Romance,drugs,gia year_1998 decade_1990s Drama Drama Drama Romance Romance Romance drugs
27156,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",Action|Animation|Drama|Fantasy|Sci-Fi,1997,neon genesis evangelion the end of evangelion shin seiki evangelion gekij ban air magokoro wo kimi ni,year_1997 decade_1990s,Action Action Action Animation Animation Animation Drama Drama Drama Fantasy Fantasy Fantasy SciFi SciFi SciFi,anime psychology epic,neon genesis evangelion the end of evangelion shin seiki evangelion gekij ban air magokoro wo kimi ni year_1997 decade_1990s Action Action Action Animation Animation Animation Drama Drama Drama Fantasy Fantasy Fantasy SciFi SciFi SciFi anime psychology epic
27266,2046 (2004),Drama|Fantasy|Romance|Sci-Fi,2004,2046,year_2004 decade_2000s,Drama Drama Drama Fantasy Fantasy Fantasy Romance Romance Romance SciFi SciFi SciFi,,2046 year_2004 decade_2000s Drama Drama Drama Fantasy Fantasy Fantasy Romance Romance Romance SciFi SciFi SciFi
27317,Audition (Ôdishon) (1999),Drama|Horror|Mystery|Romance|Thriller,1999,audition dishon,year_1999 decade_1990s,Drama Drama Drama Horror Horror Horror Mystery Mystery Mystery Romance Romance Romance Thriller Thriller Thriller,,audition dishon year_1999 decade_1990s Drama Drama Drama Horror Horror Horror Mystery Mystery Mystery Romance Romance Romance Thriller Thriller Thriller
27592,Sympathy for Mr. Vengeance (Boksuneun naui geot) (2002),Crime|Drama,2002,sympathy for mr vengeance boksuneun naui geot,year_2002 decade_2000s,Crime Crime Crime Drama Drama Drama,,sympathy for mr vengeance boksuneun naui geot year_2002 decade_2000s Crime Crime Crime Drama Drama Drama
27611,Battlestar Galactica (2003),Drama|Sci-Fi|War,2003,battlestar galactica,year_2003 decade_2000s,Drama Drama Drama SciFi SciFi SciFi War War War,,battlestar galactica year_2003 decade_2000s Drama Drama Drama SciFi SciFi SciFi War War War
27660,"Animatrix, The (2003)",Action|Animation|Drama|Sci-Fi,2003,animatrix the,year_2003 decade_2000s,Action Action Action Animation Animation Animation Drama Drama Drama SciFi SciFi SciFi,cyberpunk anime animation sci fi dark,animatrix the year_2003 decade_2000s Action Action Action Animation Animation Animation Drama Drama Drama SciFi SciFi SciFi cyberpunk anime animation sci fi dark
27706,Lemony Snicket's A Series of Unfortunate Events (2004),Adventure|Children|Comedy|Fantasy,2004,lemony snicket s a series of unfortunate events,year_2004 decade_2000s,Adventure Adventure Adventure Children Children Children Comedy Comedy Comedy Fantasy Fantasy Fantasy,quirky jim carrey dark comedy stylized,lemony snicket s a series of unfortunate events year_2004 decade_2000s Adventure Adventure Adventure Children Children Children Comedy Comedy Comedy Fantasy Fantasy Fantasy quirky jim carrey dark comedy stylized
27721,"Very Long Engagement, A (Un long dimanche de fiançailles) (2004)",Drama|Mystery|Romance|War,2004,very long engagement a un long dimanche de fian ailles,year_2004 decade_2000s,Drama Drama Drama Mystery Mystery Mystery Romance Romance Romance War War War,,very long engagement a un long dimanche de fian ailles year_2004 decade_2000s Drama Drama Drama Mystery Mystery Mystery Romance Romance Romance War War War
27731,"Cat Returns, The (Neko no ongaeshi) (2002)",Adventure|Animation|Children|Fantasy,2002,cat returns the neko no ongaeshi,year_2002 decade_2000s,Adventure Adventure Adventure Animation Animation Animation Children Children Children Fantasy Fantasy Fantasy,,cat returns the neko no ongaeshi year_2002 decade_2000s Adventure Adventure Adventure Animation Animation Animation Children Children Children Fantasy Fantasy Fantasy
27741,"Twilight Samurai, The (Tasogare Seibei) (2002)",Drama|Romance,2002,twilight samurai the tasogare seibei,year_2002 decade_2000s,Drama Drama Drama Romance Romance Romance,,twilight samurai the tasogare seibei year_2002 decade_2000s Drama Drama Drama Romance Romance Romance
27772,Ju-on: The Grudge (2002),Horror,2002,ju on the grudge,year_2002 decade_2000s,Horror Horror Horror,,ju on the grudge year_2002 decade_2000s Horror Horror Horror
27773,Old Boy (2003),Mystery|Thriller,2003,old boy,year_2003 decade_2000s,Mystery Mystery Mystery Thriller Thriller Thriller,depressing hallucinatory disturbing surreal claustrophobic paranoid,old boy year_2003 decade_2000s Mystery Mystery Mystery Thriller Thriller Thriller depressing hallucinatory disturbing surreal claustrophobic paranoid
27788,"Jacket, The (2005)",Drama|Mystery|Sci-Fi|Thriller,2005,jacket the,year_2005 decade_2000s,Drama Drama Drama Mystery Mystery Mystery SciFi SciFi SciFi Thriller Thriller Thriller,,jacket the year_2005 decade_2000s Drama Drama Drama Mystery Mystery Mystery SciFi SciFi SciFi Thriller Thriller Thriller
27801,Ong-Bak: The Thai Warrior (Ong Bak) (2003),Action|Thriller,2003,ong bak the thai warrior ong bak,year_2003 decade_2000s,Action Action Action Thriller Thriller Thriller,,ong bak the thai warrior ong bak year_2003 decade_2000s Action Action Action Thriller Thriller Thriller
27803,"Sea Inside, The (Mar adentro) (2004)",Drama,2004,sea inside the mar adentro,year_2004 decade_2000s,Drama Drama Drama,,sea inside the mar adentro year_2004 decade_2000s Drama Drama Drama
27808,Spanglish (2004),Comedy|Drama|Romance,2004,spanglish,year_2004 decade_2000s,Comedy Comedy Comedy Drama Drama Drama Romance Romance Romance,adam sandler family sweet,spanglish year_2004 decade_2000s Comedy Comedy Comedy Drama Drama Drama Romance Romance Romance adam sandler family sweet
27815,"Chorus, The (Choristes, Les) (2004)",Drama,2004,chorus the choristes les,year_2004 decade_2000s,Drama Drama Drama,,chorus the choristes les year_2004 decade_2000s Drama Drama Drama
27821,"Interpreter, The (2005)",Drama|Thriller,2005,interpreter the,year_2005 decade_2000s,Drama Drama Drama Thriller Thriller Thriller,,interpreter the year_2005 decade_2000s Drama Drama Drama Thriller Thriller Thriller
27822,Open Water (2003),Drama|Thriller,2003,open water,year_2003 decade_2000s,Drama Drama Drama Thriller Thriller Thriller,,open water year_2003 decade_2000s Drama Drama Drama Thriller Thriller Thriller
27831,Layer Cake (2004),Crime|Drama|Thriller,2004,layer cake,year_2004 decade_2000s,Crime Crime Crime Drama Drama Drama Thriller Thriller Thriller,stylish tom hardy organized crime,layer cake year_2004 decade_2000s Crime Crime Crime Drama Drama Drama Thriller Thriller Thriller stylish tom hardy organized crime
27839,"Ring Two, The (2005)",Drama|Horror|Mystery|Thriller,2005,ring two the,year_2005 decade_2000s,Drama Drama Drama Horror Horror Horror Mystery Mystery Mystery Thriller Thriller Thriller,,ring two the year_2005 decade_2000s Drama Drama Drama Horror Horror Horror Mystery Mystery Mystery Thriller Thriller Thriller
27846,"Corporation, The (2003)",Documentary,2003,corporation the,year_2003 decade_2000s,Documentary Documentary Documentary,,corporation the year_2003 decade_2000s Documentary Documentary Documentary
27904,"Scanner Darkly, A (2006)",Animation|Drama|Mystery|Sci-Fi|Thriller,2006,scanner darkly a,year_2006 decade_2000s,Animation Animation Animation Drama Drama Drama Mystery Mystery Mystery SciFi SciFi SciFi Thriller Thriller Thriller,,scanner darkly a year_2006 decade_2000s Animation Animation Animation Drama Drama Drama Mystery Mystery Mystery SciFi SciFi SciFi Thriller Thriller Thriller
27912,Outfoxed: Rupert Murdoch's War on Journalism (2004),Documentary,2004,outfoxed rupert murdoch s war on journalism,year_2004 decade_2000s,Documentary Documentary Documentary,,outfoxed rupert murdoch s war on journalism year_2004 decade_2000s Documentary Documentary Documentary
30707,Million Dollar Baby (2004),Drama,2004,million dollar baby,year_2004 decade_2000s,Drama Drama Drama,boxing,million dollar baby year_2004 decade_2000s Drama Drama Drama boxing
30749,Hotel Rwanda (2004),Drama|War,2004,hotel rwanda,year_2004 decade_2000s,Drama Drama Drama War War War,,hotel rwanda year_2004 decade_2000s Drama Drama Drama War War War
30793,Charlie and the Chocolate Factory (2005),Adventure|Children|Comedy|Fantasy,2005,charlie and the chocolate factory,year_2005 decade_2000s,Adventure Adventure Adventure Children Children Children Comedy Comedy Comedy Fantasy Fantasy Fantasy,,charlie and the chocolate factory year_2005 decade_2000s Adventure Adventure Adventure Children Children Children Comedy Comedy Comedy Fantasy Fantasy Fantasy
30810,"Life Aquatic with Steve Zissou, The (2004)",Adventure|Comedy|Fantasy,2004,life aquatic with steve zissou the,year_2004 decade_2000s,Adventure Adventure Adventure Comedy Comedy Comedy Fantasy Fantasy Fantasy,quirky whimsical visually appealing off beat comedy heartwarming,life aquatic with steve zissou the year_2004 decade_2000s Adventure Adventure Adventure Comedy Comedy Comedy Fantasy Fantasy Fantasy quirky whimsical visually appealing off beat comedy heartwarming
30812,"Aviator, The (2004)",Drama,2004,aviator the,year_2004 decade_2000s,Drama Drama Drama,movie business biopic,aviator the year_2004 decade_2000s Drama Drama Drama movie business biopic
30816,"Phantom of the Opera, The (2004)",Drama|Musical|Romance,2004,phantom of the opera the,year_2004 decade_2000s,Drama Drama Drama Musical Musical Musical Romance Romance Romance,,phantom of the opera the year_2004 decade_2000s Drama Drama Drama Musical Musical Musical Romance Romance Romance
30822,In Good Company (2004),Comedy|Drama,2004,in good company,year_2004 decade_2000s,Comedy Comedy Comedy Drama Drama Drama,,in good company year_2004 decade_2000s Comedy Comedy Comedy Drama Drama Drama
30825,Meet the Fockers (2004),Comedy,2004,meet the fockers,year_2004 decade_2000s,Comedy Comedy Comedy,robert de niro ben stiller,meet the fockers year_2004 decade_2000s Comedy Comedy Comedy robert de niro ben stiller
30894,White Noise (2005),Drama|Horror|Mystery|Sci-Fi|Thriller,2005,white noise,year_2005 decade_2000s,Drama Drama Drama Horror Horror Horror Mystery Mystery Mystery SciFi SciFi SciFi Thriller Thriller Thriller,,white noise year_2005 decade_2000s Drama Drama Drama Horror Horror Horror Mystery Mystery Mystery SciFi SciFi SciFi Thriller Thriller Thriller
31221,Elektra (2005),Action|Adventure|Crime|Drama,2005,elektra,year_2005 decade_2000s,Action Action Action Adventure Adventure Adventure Crime Crime Crime Drama Drama Drama,,elektra year_2005 decade_2000s Action Action Action Adventure Adventure Adventure Crime Crime Crime Drama Drama Drama
31225,Coach Carter (2005),Drama,2005,coach carter,year_2005 decade_2000s,Drama Drama Drama,,coach carter year_2005 decade_2000s Drama Drama Drama
31364,Memories of Murder (Salinui chueok) (2003),Crime|Drama|Mystery|Thriller,2003,memories of murder salinui chueok,year_2003 decade_2000s,Crime Crime Crime Drama Drama Drama Mystery Mystery Mystery Thriller Thriller Thriller,,memories of murder salinui chueok year_2003 decade_2000s Crime Crime Crime Drama Drama Drama Mystery Mystery Mystery Thriller Thriller Thriller
31410,"Downfall (Untergang, Der) (2004)",Drama|War,2004,downfall untergang der,year_2004 decade_2000s,Drama Drama Drama War War War,,downfall untergang der year_2004 decade_2000s Drama Drama Drama War War War
31420,Assault on Precinct 13 (2005),Action|Crime|Drama|Thriller,2005,assault on precinct 13,year_2005 decade_2000s,Action Action Action Crime Crime Crime Drama Drama Drama Thriller Thriller Thriller,,assault on precinct 13 year_2005 decade_2000s Action Action Action Crime Crime Crime Drama Drama Drama Thriller Thriller Thriller
31427,Hide and Seek (2005),Horror|Mystery|Thriller,2005,hide and seek,year_2005 decade_2000s,Horror Horror Horror Mystery Mystery Mystery Thriller Thriller Thriller,,hide and seek year_2005 decade_2000s Horror Horror Horror Mystery Mystery Mystery Thriller Thriller Thriller
31433,"Wedding Date, The (2005)",Comedy|Romance,2005,wedding date the,year_2005 decade_2000s,Comedy Comedy Comedy Romance Romance Romance,,wedding date the year_2005 decade_2000s Comedy Comedy Comedy Romance Romance Romance
31658,Howl's Moving Castle (Hauru no ugoku shiro) (2004),Adventure|Animation|Fantasy|Romance,2004,howl s moving castle hauru no ugoku shiro,year_2004 decade_2000s,Adventure Adventure Adventure Animation Animation Animation Fantasy Fantasy Fantasy Romance Romance Romance,06 oscar nominated best movie animation anime studio ghibli fantasy world,howl s moving castle hauru no ugoku shiro year_2004 decade_2000s Adventure Adventure Adventure Animation Animation Animation Fantasy Fantasy Fantasy Romance Romance Romance 06 oscar nominated best movie animation anime studio ghibli fantasy world
31685,Hitch (2005),Comedy|Romance,2005,hitch,year_2005 decade_2000s,Comedy Comedy Comedy Romance Romance Romance,,hitch year_2005 decade_2000s Comedy Comedy Comedy Romance Romance Romance
31696,Constantine (2005),Action|Fantasy|Horror|Thriller,2005,constantine,year_2005 decade_2000s,Action Action Action Fantasy Fantasy Fantasy Horror Horror Horror Thriller Thriller Thriller,,constantine year_2005 decade_2000s Action Action Action Fantasy Fantasy Fantasy Horror Horror Horror Thriller Thriller Thriller
31878,Kung Fu Hustle (Gong fu) (2004),Action|Comedy,2004,kung fu hustle gong fu,year_2004 decade_2000s,Action Action Action Comedy Comedy Comedy,,kung fu hustle gong fu year_2004 decade_2000s Action Action Action Comedy Comedy Comedy
32011,Cursed (2005),Horror|Thriller,2005,cursed,year_2005 decade_2000s,Horror Horror Horror Thriller Thriller Thriller,,cursed year_2005 decade_2000s Horror Horror Horror Thriller Thriller Thriller
32017,"Pacifier, The (2005)",Action|Comedy,2005,pacifier the,year_2005 decade_2000s,Action Action Action Comedy Comedy Comedy,,pacifier the year_2005 decade_2000s Action Action Action Comedy Comedy Comedy
32019,Be Cool (2005),Comedy|Crime|Musical,2005,be cool,year_2005 decade_2000s,Comedy Comedy Comedy Crime Crime Crime Musical Musical Musical,,be cool year_2005 decade_2000s Comedy Comedy Comedy Crime Crime Crime Musical Musical Musical
32029,Hostage (2005),Action|Crime|Drama|Thriller,2005,hostage,year_2005 decade_2000s,Action Action Action Crime Crime Crime Drama Drama Drama Thriller Thriller Thriller,,hostage year_2005 decade_2000s Action Action Action Crime Crime Crime Drama Drama Drama Thriller Thriller Thriller
32031,Robots (2005),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,2005,robots,year_2005 decade_2000s,Adventure Adventure Adventure Animation Animation Animation Children Children Children Comedy Comedy Comedy Fantasy Fantasy Fantasy SciFi SciFi SciFi,,robots year_2005 decade_2000s Adventure Adventure Adventure Animation Animation Animation Children Children Children Comedy Comedy Comedy Fantasy Fantasy Fantasy SciFi SciFi SciFi
32291,Melinda and Melinda (2004),Comedy|Drama,2004,melinda and melinda,year_2004 decade_2000s,Comedy Comedy Comedy Drama Drama Drama,,melinda and melinda year_2004 decade_2000s Comedy Comedy Comedy Drama Drama Drama
32296,Miss Congeniality 2: Armed and Fabulous (2005),Adventure|Comedy|Crime,2005,miss congeniality 2 armed and fabulous,year_2005 decade_2000s,Adventure Adventure Adventure Comedy Comedy Comedy Crime Crime Crime,,miss congeniality 2 armed and fabulous year_2005 decade_2000s Adventure Adventure Adventure Comedy Comedy Comedy Crime Crime Crime
32587,Sin City (2005),Action|Crime|Film-Noir|Mystery|Thriller,2005,sin city,year_2005 decade_2000s,Action Action Action Crime Crime Crime FilmNoir FilmNoir FilmNoir Mystery Mystery Mystery Thriller Thriller Thriller,cult,sin city year_2005 decade_2000s Action Action Action Crime Crime Crime FilmNoir FilmNoir FilmNoir Mystery Mystery Mystery Thriller Thriller Thriller cult
32596,Sahara (2005),Action|Adventure|Comedy,2005,sahara,year_2005 decade_2000s,Action Action Action Adventure Adventure Adventure Comedy Comedy Comedy,,sahara year_2005 decade_2000s Action Action Action Adventure Adventure Adventure Comedy Comedy Comedy
32598,Fever Pitch (2005),Comedy|Romance,2005,fever pitch,year_2005 decade_2000s,Comedy Comedy Comedy Romance Romance Romance,,fever pitch year_2005 decade_2000s Comedy Comedy Comedy Romance Romance Romance
32898,"Trip to the Moon, A (Voyage dans la lune, Le) (1902)",Action|Adventure|Fantasy|Sci-Fi,1902,trip to the moon a voyage dans la lune le,year_1902 decade_1900s,Action Action Action Adventure Adventure Adventure Fantasy Fantasy Fantasy SciFi SciFi SciFi,,trip to the moon a voyage dans la lune le year_1902 decade_1900s Action Action Action Adventure Adventure Adventure Fantasy Fantasy Fantasy SciFi SciFi SciFi
33004,"Hitchhiker's Guide to the Galaxy, The (2005)",Adventure|Comedy|Sci-Fi,2005,hitchhiker s guide to the galaxy the,year_2005 decade_2000s,Adventure Adventure Adventure Comedy Comedy Comedy SciFi SciFi SciFi,,hitchhiker s guide to the galaxy the year_2005 decade_2000s Adventure Adventure Adventure Comedy Comedy Comedy SciFi SciFi SciFi
33085,"Amityville Horror, The (2005)",Horror|Thriller,2005,amityville horror the,year_2005 decade_2000s,Horror Horror Horror Thriller Thriller Thriller,,amityville horror the year_2005 decade_2000s Horror Horror Horror Thriller Thriller Thriller
33145,"Lot Like Love, A (2005)",Comedy|Drama|Romance,2005,lot like love a,year_2005 decade_2000s,Comedy Comedy Comedy Drama Drama Drama Romance Romance Romance,,lot like love a year_2005 decade_2000s Comedy Comedy Comedy Drama Drama Drama Romance Romance Romance
33154,Enron: The Smartest Guys in the Room (2005),Documentary,2005,enron the smartest guys in the room,year_2005 decade_2000s,Documentary Documentary Documentary,business scandal,enron the smartest guys in the room year_2005 decade_2000s Documentary Documentary Documentary business scandal
33158,xXx: State of the Union (2005),Action|Crime|Thriller,2005,xxx state of the union,year_2005 decade_2000s,Action Action Action Crime Crime Crime Thriller Thriller Thriller,,xxx state of the union year_2005 decade_2000s Action Action Action Crime Crime Crime Thriller Thriller Thriller
33162,Kingdom of Heaven (2005),Action|Drama|Romance|War,2005,kingdom of heaven,year_2005 decade_2000s,Action Action Action Drama Drama Drama Romance Romance Romance War War War,liam neeson,kingdom of heaven year_2005 decade_2000s Action Action Action Drama Drama Drama Romance Romance Romance War War War liam neeson
33164,House of Wax (2005),Horror|Thriller,2005,house of wax,year_2005 decade_2000s,Horror Horror Horror Thriller Thriller Thriller,,house of wax year_2005 decade_2000s Horror Horror Horror Thriller Thriller Thriller
33166,Crash (2004),Crime|Drama,2004,crash,year_2004 decade_2000s,Crime Crime Crime Drama Drama Drama,racism,crash year_2004 decade_2000s Crime Crime Crime Drama Drama Drama racism
33437,Unleashed (Danny the Dog) (2005),Action|Crime|Drama|Thriller,2005,unleashed danny the dog,year_2005 decade_2000s,Action Action Action Crime Crime Crime Drama Drama Drama Thriller Thriller Thriller,,unleashed danny the dog year_2005 decade_2000s Action Action Action Crime Crime Crime Drama Drama Drama Thriller Thriller Thriller
33493,Star Wars: Episode III - Revenge of the Sith (2005),Action|Adventure|Sci-Fi,2005,star wars episode iii revenge of the sith,year_2005 decade_2000s,Action Action Action Adventure Adventure Adventure SciFi SciFi SciFi,space space opera,star wars episode iii revenge of the sith year_2005 decade_2000s Action Action Action Adventure Adventure Adventure SciFi SciFi SciFi space space opera
33495,Kicking & Screaming (2005),Comedy,2005,kicking screaming,year_2005 decade_2000s,Comedy Comedy Comedy,,kicking screaming year_2005 decade_2000s Comedy Comedy Comedy
33615,Madagascar (2005),Adventure|Animation|Children|Comedy,2005,madagascar,year_2005 decade_2000s,Adventure Adventure Adventure Animation Animation Animation Children Children Children Comedy Comedy Comedy,,madagascar year_2005 decade_2000s Adventure Adventure Adventure Animation Animation Animation Children Children Children Comedy Comedy Comedy
33646,"Longest Yard, The (2005)",Comedy|Drama,2005,longest yard the,year_2005 decade_2000s,Comedy Comedy Comedy Drama Drama Drama,,longest yard the year_2005 decade_2000s Comedy Comedy Comedy Drama Drama Drama
33660,Cinderella Man (2005),Drama|Romance,2005,cinderella man,year_2005 decade_2000s,Drama Drama Drama Romance Romance Romance,boxing,cinderella man year_2005 decade_2000s Drama Drama Drama Romance Romance Romance boxing
33669,"Sisterhood of the Traveling Pants, The (2005)",Adventure|Comedy|Drama,2005,sisterhood of the traveling pants the,year_2005 decade_2000s,Adventure Adventure Adventure Comedy Comedy Comedy Drama Drama Drama,,sisterhood of the traveling pants the year_2005 decade_2000s Adventure Adventure Adventure Comedy Comedy Comedy Drama Drama Drama
33672,Lords of Dogtown (2005),Action|Comedy|Drama,2005,lords of dogtown,year_2005 decade_2000s,Action Action Action Comedy Comedy Comedy Drama Drama Drama,,lords of dogtown year_2005 decade_2000s Action Action Action Comedy Comedy Comedy Drama Drama Drama
33679,Mr. & Mrs. Smith (2005),Action|Adventure|Comedy|Romance,2005,mr mrs smith,year_2005 decade_2000s,Action Action Action Adventure Adventure Adventure Comedy Comedy Comedy Romance Romance Romance,,mr mrs smith year_2005 decade_2000s Action Action Action Adventure Adventure Adventure Comedy Comedy Comedy Romance Romance Romance
33794,Batman Begins (2005),Action|Crime,2005,batman begins,year_2005 decade_2000s,Action Action Action Crime Crime Crime,,batman begins year_2005 decade_2000s Action Action Action Crime Crime Crime
33836,Bewitched (2005),Comedy|Fantasy|Romance,2005,bewitched,year_2005 decade_2000s,Comedy Comedy Comedy Fantasy Fantasy Fantasy Romance Romance Romance,,bewitched year_2005 decade_2000s Comedy Comedy Comedy Fantasy Fantasy Fantasy Romance Romance Romance
33903,"Edukators, The (Die Fetten Jahre sind vorbei) (2004)",Comedy|Crime|Drama|Romance,2004,edukators the die fetten jahre sind vorbei,year_2004 decade_2000s,Comedy Comedy Comedy Crime Crime Crime Drama Drama Drama Romance Romance Romance,,edukators the die fetten jahre sind vorbei year_2004 decade_2000s Comedy Comedy Comedy Crime Crime Crime Drama Drama Drama Romance Romance Romance
34048,War of the Worlds (2005),Action|Adventure|Sci-Fi|Thriller,2005,war of the worlds,year_2005 decade_2000s,Action Action Action Adventure Adventure Adventure SciFi SciFi SciFi Thriller Thriller Thriller,,war of the worlds year_2005 decade_2000s Action Action Action Adventure Adventure Adventure SciFi SciFi SciFi Thriller Thriller Thriller
34072,"March of the Penguins (Marche de l'empereur, La) (2005)",Documentary,2005,march of the penguins marche de l empereur la,year_2005 decade_2000s,Documentary Documentary Documentary,,march of the penguins marche de l empereur la year_2005 decade_2000s Documentary Documentary Documentary
